Configuration;MeasuredValue;PredictedValue
compression%_%compressionLrzip%_%level%_%level1%_%root%_%;208900;81571.1039
compression%_%compressionLrzip%_%level%_%level2%_%root%_%;210450;81571.1999
compression%_%compressionLrzip%_%level%_%level3%_%root%_%;283750;81571.1039
compression%_%compressionLrzip%_%level%_%level4%_%root%_%;339780;81571.1039
compression%_%compressionLrzip%_%level%_%level5%_%root%_%;340590;81571.1039
compression%_%compressionLrzip%_%level%_%level6%_%root%_%;384660;81571.1039
compression%_%compressionLrzip%_%level%_%level7%_%root%_%;1062250;81571.1039
compression%_%compressionLrzip%_%level%_%level8%_%root%_%;1179830;81571.1039
compression%_%compressionLrzip%_%level%_%level9%_%root%_%;827290;81571.1039
compression%_%compressionBzip2%_%level%_%level1%_%root%_%;208350;81571.6034
compression%_%compressionBzip2%_%level%_%level2%_%root%_%;213220;81571.6496
compression%_%compressionBzip2%_%level%_%level3%_%root%_%;223040;81571.5535
compression%_%compressionBzip2%_%level%_%level4%_%root%_%;234870;81571.5535
compression%_%compressionBzip2%_%level%_%level5%_%root%_%;236720;81571.5535
compression%_%compressionBzip2%_%level%_%level6%_%root%_%;248940;81571.5535
compression%_%compressionBzip2%_%level%_%level7%_%root%_%;257480;81571.5535
compression%_%compressionBzip2%_%level%_%level8%_%root%_%;263430;81571.5535
compression%_%compressionBzip2%_%level%_%level9%_%root%_%;265980;81571.5535
compression%_%compressionGzip%_%level%_%level1%_%root%_%;76470;81569.6819
compression%_%compressionGzip%_%level%_%level2%_%root%_%;80360;81569.7255
compression%_%compressionGzip%_%level%_%level3%_%root%_%;87690;81569.7318
compression%_%compressionGzip%_%level%_%level4%_%root%_%;93090;81569.7318
compression%_%compressionGzip%_%level%_%level5%_%root%_%;106090;81569.7318
compression%_%compressionGzip%_%level%_%level6%_%root%_%;128450;81569.7318
compression%_%compressionGzip%_%level%_%level7%_%root%_%;146410;81569.7318
compression%_%compressionGzip%_%level%_%level8%_%root%_%;187970;81569.7318
compression%_%compressionGzip%_%level%_%level9%_%root%_%;198360;81569.7318
compression%_%compressionLzo%_%level%_%level1%_%root%_%;50520;81569.3514
compression%_%compressionLzo%_%level%_%level2%_%root%_%;50610;81569.2529
compression%_%compressionLzo%_%level%_%level3%_%root%_%;45490;81569.3514
compression%_%compressionLzo%_%level%_%level4%_%root%_%;48050;81569.3514
compression%_%compressionLzo%_%level%_%level5%_%root%_%;49850;81569.3514
compression%_%compressionLzo%_%level%_%level6%_%root%_%;50420;81569.3514
compression%_%compressionLzo%_%level%_%level7%_%root%_%;53060;81569.3514
compression%_%compressionLzo%_%level%_%level8%_%root%_%;53480;81569.3514
compression%_%compressionLzo%_%level%_%level9%_%root%_%;51500;81569.3514
compression%_%compressionZpaq%_%level%_%level1%_%root%_%;673290;81571.1039
compression%_%compressionZpaq%_%level%_%level2%_%root%_%;679680;81571.1999
compression%_%compressionZpaq%_%level%_%level3%_%root%_%;674140;81571.1039
compression%_%compressionZpaq%_%level%_%level4%_%root%_%;2267650;81571.1039
compression%_%compressionZpaq%_%level%_%level5%_%root%_%;2265330;81571.1039
compression%_%compressionZpaq%_%level%_%level6%_%root%_%;2265250;81571.1039
compression%_%compressionZpaq%_%level%_%level7%_%root%_%;2275110;81571.1039
compression%_%compressionZpaq%_%level%_%level8%_%root%_%;5765920;81571.1039
compression%_%compressionZpaq%_%level%_%level9%_%root%_%;5759100;81571.1039
level%_%level1%_%root%_%;41150;81568.52
level%_%level2%_%root%_%;41790;81568.3293
level%_%level3%_%root%_%;42300;81568.52
level%_%level4%_%root%_%;43680;81568.52
level%_%level5%_%root%_%;43560;81568.52
level%_%level6%_%root%_%;45720;81568.52
level%_%level7%_%root%_%;44370;81568.52
level%_%level8%_%root%_%;46950;81568.52
level%_%level9%_%root%_%;45770;81568.52
compression%_%compressionLrzip%_%encryption%_%level%_%level1%_%root%_%;220490;81570.6755
compression%_%compressionLrzip%_%encryption%_%level%_%level2%_%root%_%;222350;81570.724
compression%_%compressionLrzip%_%encryption%_%level%_%level3%_%root%_%;295950;81570.6755
compression%_%compressionLrzip%_%encryption%_%level%_%level4%_%root%_%;350260;81570.6755
compression%_%compressionLrzip%_%encryption%_%level%_%level5%_%root%_%;347130;81570.6755
compression%_%compressionLrzip%_%encryption%_%level%_%level6%_%root%_%;395130;81570.6755
compression%_%compressionLrzip%_%encryption%_%level%_%level7%_%root%_%;1070520;81570.6755
compression%_%compressionLrzip%_%encryption%_%level%_%level8%_%root%_%;1185460;81570.6755
compression%_%compressionLrzip%_%encryption%_%level%_%level9%_%root%_%;833620;81570.6755
compression%_%compressionBzip2%_%encryption%_%level%_%level1%_%root%_%;213900;81571.1494
compression%_%compressionBzip2%_%encryption%_%level%_%level2%_%root%_%;222830;81571.1506
compression%_%compressionBzip2%_%encryption%_%level%_%level3%_%root%_%;233560;81571.1021
compression%_%compressionBzip2%_%encryption%_%level%_%level4%_%root%_%;243700;81571.1021
compression%_%compressionBzip2%_%encryption%_%level%_%level5%_%root%_%;250030;81571.1021
compression%_%compressionBzip2%_%encryption%_%level%_%level6%_%root%_%;260550;81571.1021
