Configuration;MeasuredValue;PredictedValue
compression%_%compressionLrzip%_%level%_%level1%_%root%_%;208900;60370.2639
compression%_%compressionLrzip%_%level%_%level2%_%root%_%;210450;46548.8056
compression%_%compressionLrzip%_%level%_%level3%_%root%_%;283750;46548.8056
compression%_%compressionLrzip%_%level%_%level4%_%root%_%;339780;46548.8056
compression%_%compressionLrzip%_%level%_%level5%_%root%_%;340590;46548.8056
compression%_%compressionLrzip%_%level%_%level6%_%root%_%;384660;46548.8056
compression%_%compressionLrzip%_%level%_%level7%_%root%_%;1062250;46548.8056
compression%_%compressionLrzip%_%level%_%level8%_%root%_%;1179830;46548.8056
compression%_%compressionLrzip%_%level%_%level9%_%root%_%;827290;46548.8056
compression%_%compressionBzip2%_%level%_%level1%_%root%_%;208350;99716.7222
compression%_%compressionBzip2%_%level%_%level2%_%root%_%;213220;85895.2639
compression%_%compressionBzip2%_%level%_%level3%_%root%_%;223040;85895.2639
compression%_%compressionBzip2%_%level%_%level4%_%root%_%;234870;85895.2639
compression%_%compressionBzip2%_%level%_%level5%_%root%_%;236720;85895.2639
compression%_%compressionBzip2%_%level%_%level6%_%root%_%;248940;85895.2639
compression%_%compressionBzip2%_%level%_%level7%_%root%_%;257480;85895.2639
compression%_%compressionBzip2%_%level%_%level8%_%root%_%;263430;85895.2639
compression%_%compressionBzip2%_%level%_%level9%_%root%_%;265980;85895.2639
compression%_%compressionGzip%_%level%_%level1%_%root%_%;76470;89379.5833
compression%_%compressionGzip%_%level%_%level2%_%root%_%;80360;81920.9722
compression%_%compressionGzip%_%level%_%level3%_%root%_%;87690;81169.5833
compression%_%compressionGzip%_%level%_%level4%_%root%_%;93090;81169.5833
compression%_%compressionGzip%_%level%_%level5%_%root%_%;106090;81169.5833
compression%_%compressionGzip%_%level%_%level6%_%root%_%;128450;81169.5833
compression%_%compressionGzip%_%level%_%level7%_%root%_%;146410;81169.5833
compression%_%compressionGzip%_%level%_%level8%_%root%_%;187970;81169.5833
compression%_%compressionGzip%_%level%_%level9%_%root%_%;198360;81169.5833
compression%_%compressionLzo%_%level%_%level1%_%root%_%;50520;64086.4583
compression%_%compressionLzo%_%level%_%level2%_%root%_%;50610;50941.4583
compression%_%compressionLzo%_%level%_%level3%_%root%_%;45490;50941.4583
compression%_%compressionLzo%_%level%_%level4%_%root%_%;48050;50941.4583
compression%_%compressionLzo%_%level%_%level5%_%root%_%;49850;50941.4583
compression%_%compressionLzo%_%level%_%level6%_%root%_%;50420;50941.4583
compression%_%compressionLzo%_%level%_%level7%_%root%_%;53060;50941.4583
compression%_%compressionLzo%_%level%_%level8%_%root%_%;53480;50941.4583
compression%_%compressionLzo%_%level%_%level9%_%root%_%;51500;50941.4583
compression%_%compressionZpaq%_%level%_%level1%_%root%_%;673290;60370.2639
