Configuration;MeasuredValue;PredictedValue
compression%_%compressionLrzip%_%level%_%level1%_%root%_%;208900;61514.7667
compression%_%compressionLrzip%_%level%_%level2%_%root%_%;210450;61903.7667
compression%_%compressionLrzip%_%level%_%level3%_%root%_%;283750;61514.7667
compression%_%compressionLrzip%_%level%_%level4%_%root%_%;339780;61514.7667
compression%_%compressionLrzip%_%level%_%level5%_%root%_%;340590;61514.7667
compression%_%compressionLrzip%_%level%_%level6%_%root%_%;384660;61514.7667
compression%_%compressionLrzip%_%level%_%level7%_%root%_%;1062250;61514.7667
compression%_%compressionLrzip%_%level%_%level8%_%root%_%;1179830;61514.7667
compression%_%compressionLrzip%_%level%_%level9%_%root%_%;827290;61514.7667
compression%_%compressionBzip2%_%level%_%level1%_%root%_%;208350;210490
compression%_%compressionBzip2%_%level%_%level2%_%root%_%;213220;216523.6667
compression%_%compressionBzip2%_%level%_%level3%_%root%_%;223040;213478
compression%_%compressionBzip2%_%level%_%level4%_%root%_%;234870;213478
compression%_%compressionBzip2%_%level%_%level5%_%root%_%;236720;213478
compression%_%compressionBzip2%_%level%_%level6%_%root%_%;248940;213478
compression%_%compressionBzip2%_%level%_%level7%_%root%_%;257480;213478
compression%_%compressionBzip2%_%level%_%level8%_%root%_%;263430;213478
compression%_%compressionBzip2%_%level%_%level9%_%root%_%;265980;213478
compression%_%compressionGzip%_%level%_%level1%_%root%_%;76470;78655.2667
compression%_%compressionGzip%_%level%_%level2%_%root%_%;80360;80317.2667
compression%_%compressionGzip%_%level%_%level3%_%root%_%;87690;78655.2667
compression%_%compressionGzip%_%level%_%level4%_%root%_%;93090;78655.2667
compression%_%compressionGzip%_%level%_%level5%_%root%_%;106090;78655.2667
compression%_%compressionGzip%_%level%_%level6%_%root%_%;128450;78655.2667
compression%_%compressionGzip%_%level%_%level7%_%root%_%;146410;78655.2667
compression%_%compressionGzip%_%level%_%level8%_%root%_%;187970;78655.2667
compression%_%compressionGzip%_%level%_%level9%_%root%_%;198360;78655.2667
compression%_%compressionLzo%_%level%_%level1%_%root%_%;50520;63467.7667
compression%_%compressionLzo%_%level%_%level2%_%root%_%;50610;63856.7667
compression%_%compressionLzo%_%level%_%level3%_%root%_%;45490;63467.7667
compression%_%compressionLzo%_%level%_%level4%_%root%_%;48050;63467.7667
compression%_%compressionLzo%_%level%_%level5%_%root%_%;49850;63467.7667
compression%_%compressionLzo%_%level%_%level6%_%root%_%;50420;63467.7667
compression%_%compressionLzo%_%level%_%level7%_%root%_%;53060;63467.7667
compression%_%compressionLzo%_%level%_%level8%_%root%_%;53480;63467.7667
compression%_%compressionLzo%_%level%_%level9%_%root%_%;51500;63467.7667
compression%_%compressionZpaq%_%level%_%level1%_%root%_%;673290;61514.7667
compression%_%compressionZpaq%_%level%_%level2%_%root%_%;679680;61903.7667
compression%_%compressionZpaq%_%level%_%level3%_%root%_%;674140;61514.7667
compression%_%compressionZpaq%_%level%_%level4%_%root%_%;2267650;61514.7667
compression%_%compressionZpaq%_%level%_%level5%_%root%_%;2265330;61514.7667
compression%_%compressionZpaq%_%level%_%level6%_%root%_%;2265250;61514.7667
compression%_%compressionZpaq%_%level%_%level7%_%root%_%;2275110;61514.7667
compression%_%compressionZpaq%_%level%_%level8%_%root%_%;5765920;61514.7667
compression%_%compressionZpaq%_%level%_%level9%_%root%_%;5759100;61514.7667
level%_%level1%_%root%_%;41150;58306.6
level%_%level2%_%root%_%;41790;58695.6
level%_%level3%_%root%_%;42300;58306.6
level%_%level4%_%root%_%;43680;58306.6
level%_%level5%_%root%_%;43560;58306.6
level%_%level6%_%root%_%;45720;58306.6
level%_%level7%_%root%_%;44370;58306.6
level%_%level8%_%root%_%;46950;58306.6
level%_%level9%_%root%_%;45770;58306.6
compression%_%compressionLrzip%_%encryption%_%level%_%level1%_%root%_%;220490;57835.1667
compression%_%compressionLrzip%_%encryption%_%level%_%level2%_%root%_%;222350;57835.1667
compression%_%compressionLrzip%_%encryption%_%level%_%level3%_%root%_%;295950;57835.1667
compression%_%compressionLrzip%_%encryption%_%level%_%level4%_%root%_%;350260;57835.1667
compression%_%compressionLrzip%_%encryption%_%level%_%level5%_%root%_%;347130;57835.1667
