Configuration;MeasuredValue;PredictedValue
compression%_%compressionLrzip%_%level%_%level1%_%root%_%;208900;188723.3333
compression%_%compressionLrzip%_%level%_%level2%_%root%_%;210450;188723.3333
compression%_%compressionLrzip%_%level%_%level3%_%root%_%;283750;188723.3333
compression%_%compressionLrzip%_%level%_%level4%_%root%_%;339780;188723.3333
compression%_%compressionLrzip%_%level%_%level5%_%root%_%;340590;188723.3333
compression%_%compressionLrzip%_%level%_%level6%_%root%_%;384660;188723.3333
compression%_%compressionLrzip%_%level%_%level7%_%root%_%;1062250;188723.3333
compression%_%compressionLrzip%_%level%_%level8%_%root%_%;1179830;188723.3333
compression%_%compressionLrzip%_%level%_%level9%_%root%_%;827290;188723.3333
compression%_%compressionBzip2%_%level%_%level1%_%root%_%;208350;58902.3333
compression%_%compressionBzip2%_%level%_%level2%_%root%_%;213220;58902.3333
compression%_%compressionBzip2%_%level%_%level3%_%root%_%;223040;58902.3333
compression%_%compressionBzip2%_%level%_%level4%_%root%_%;234870;58902.3333
compression%_%compressionBzip2%_%level%_%level5%_%root%_%;236720;58902.3333
compression%_%compressionBzip2%_%level%_%level6%_%root%_%;248940;58902.3333
compression%_%compressionBzip2%_%level%_%level7%_%root%_%;257480;58902.3333
compression%_%compressionBzip2%_%level%_%level8%_%root%_%;263430;58902.3333
compression%_%compressionBzip2%_%level%_%level9%_%root%_%;265980;58902.3333
compression%_%compressionGzip%_%level%_%level1%_%root%_%;76470;77119.0833
compression%_%compressionGzip%_%level%_%level2%_%root%_%;80360;77119.0833
compression%_%compressionGzip%_%level%_%level3%_%root%_%;87690;77119.0833
compression%_%compressionGzip%_%level%_%level4%_%root%_%;93090;77119.0833
compression%_%compressionGzip%_%level%_%level5%_%root%_%;106090;77119.0833
compression%_%compressionGzip%_%level%_%level6%_%root%_%;128450;77119.0833
compression%_%compressionGzip%_%level%_%level7%_%root%_%;146410;77119.0833
compression%_%compressionGzip%_%level%_%level8%_%root%_%;187970;77119.0833
compression%_%compressionGzip%_%level%_%level9%_%root%_%;198360;77119.0833
compression%_%compressionLzo%_%level%_%level1%_%root%_%;50520;58902.3333
compression%_%compressionLzo%_%level%_%level2%_%root%_%;50610;58902.3333
compression%_%compressionLzo%_%level%_%level3%_%root%_%;45490;58902.3333
compression%_%compressionLzo%_%level%_%level4%_%root%_%;48050;58902.3333
compression%_%compressionLzo%_%level%_%level5%_%root%_%;49850;58902.3333
compression%_%compressionLzo%_%level%_%level6%_%root%_%;50420;58902.3333
compression%_%compressionLzo%_%level%_%level7%_%root%_%;53060;58902.3333
compression%_%compressionLzo%_%level%_%level8%_%root%_%;53480;58902.3333
compression%_%compressionLzo%_%level%_%level9%_%root%_%;51500;58902.3333
compression%_%compressionZpaq%_%level%_%level1%_%root%_%;673290;673116.6667
compression%_%compressionZpaq%_%level%_%level2%_%root%_%;679680;673116.6667
compression%_%compressionZpaq%_%level%_%level3%_%root%_%;674140;673116.6667
compression%_%compressionZpaq%_%level%_%level4%_%root%_%;2267650;673116.6667
compression%_%compressionZpaq%_%level%_%level5%_%root%_%;2265330;673116.6667
compression%_%compressionZpaq%_%level%_%level6%_%root%_%;2265250;673116.6667
compression%_%compressionZpaq%_%level%_%level7%_%root%_%;2275110;673116.6667
compression%_%compressionZpaq%_%level%_%level8%_%root%_%;5765920;673116.6667
compression%_%compressionZpaq%_%level%_%level9%_%root%_%;5759100;673116.6667
level%_%level1%_%root%_%;41150;40709
level%_%level2%_%root%_%;41790;40709
level%_%level3%_%root%_%;42300;40709
level%_%level4%_%root%_%;43680;40709
level%_%level5%_%root%_%;43560;40709
level%_%level6%_%root%_%;45720;40709
level%_%level7%_%root%_%;44370;40709
level%_%level8%_%root%_%;46950;40709
level%_%level9%_%root%_%;45770;40709
compression%_%compressionLrzip%_%encryption%_%level%_%level1%_%root%_%;220490;190713.3333
compression%_%compressionLrzip%_%encryption%_%level%_%level2%_%root%_%;222350;190713.3333
compression%_%compressionLrzip%_%encryption%_%level%_%level3%_%root%_%;295950;190713.3333
compression%_%compressionLrzip%_%encryption%_%level%_%level4%_%root%_%;350260;190713.3333
compression%_%compressionLrzip%_%encryption%_%level%_%level5%_%root%_%;347130;190713.3333
compression%_%compressionLrzip%_%encryption%_%level%_%level6%_%root%_%;395130;190713.3333
compression%_%compressionLrzip%_%encryption%_%level%_%level7%_%root%_%;1070520;190713.3333
compression%_%compressionLrzip%_%encryption%_%level%_%level8%_%root%_%;1185460;190713.3333
compression%_%compressionLrzip%_%encryption%_%level%_%level9%_%root%_%;833620;190713.3333
