Configuration;MeasuredValue;PredictedValue
compression%_%compressionLrzip%_%level%_%level1%_%root%_%;208900;210298.2685
compression%_%compressionLrzip%_%level%_%level2%_%root%_%;210450;210300.0234
compression%_%compressionLrzip%_%level%_%level3%_%root%_%;283750;210299.1678
compression%_%compressionLrzip%_%level%_%level4%_%root%_%;339780;210299.1678
compression%_%compressionLrzip%_%level%_%level5%_%root%_%;340590;210299.1678
compression%_%compressionLrzip%_%level%_%level6%_%root%_%;384660;210299.1678
compression%_%compressionLrzip%_%level%_%level7%_%root%_%;1062250;210299.1678
compression%_%compressionLrzip%_%level%_%level8%_%root%_%;1179830;210299.1678
compression%_%compressionLrzip%_%level%_%level9%_%root%_%;827290;210299.1678
compression%_%compressionBzip2%_%level%_%level1%_%root%_%;208350;210298.2185
compression%_%compressionBzip2%_%level%_%level2%_%root%_%;213220;210300.0733
compression%_%compressionBzip2%_%level%_%level3%_%root%_%;223040;210299.1678
compression%_%compressionBzip2%_%level%_%level4%_%root%_%;234870;210299.1678
compression%_%compressionBzip2%_%level%_%level5%_%root%_%;236720;210299.1678
compression%_%compressionBzip2%_%level%_%level6%_%root%_%;248940;210299.1678
compression%_%compressionBzip2%_%level%_%level7%_%root%_%;257480;210299.1678
compression%_%compressionBzip2%_%level%_%level8%_%root%_%;263430;210299.1678
compression%_%compressionBzip2%_%level%_%level9%_%root%_%;265980;210299.1678
compression%_%compressionGzip%_%level%_%level1%_%root%_%;76470;210296.0164
compression%_%compressionGzip%_%level%_%level2%_%root%_%;80360;210297.6267
compression%_%compressionGzip%_%level%_%level3%_%root%_%;87690;210296.9656
compression%_%compressionGzip%_%level%_%level4%_%root%_%;93090;210296.9656
compression%_%compressionGzip%_%level%_%level5%_%root%_%;106090;210296.9656
compression%_%compressionGzip%_%level%_%level6%_%root%_%;128450;210296.9656
compression%_%compressionGzip%_%level%_%level7%_%root%_%;146410;210296.9656
compression%_%compressionGzip%_%level%_%level8%_%root%_%;187970;210296.9656
compression%_%compressionGzip%_%level%_%level9%_%root%_%;198360;210296.9656
compression%_%compressionLzo%_%level%_%level1%_%root%_%;50520;210297.8419
compression%_%compressionLzo%_%level%_%level2%_%root%_%;50610;210299.5494
compression%_%compressionLzo%_%level%_%level3%_%root%_%;45490;210298.7412
compression%_%compressionLzo%_%level%_%level4%_%root%_%;48050;210298.7412
compression%_%compressionLzo%_%level%_%level5%_%root%_%;49850;210298.7412
compression%_%compressionLzo%_%level%_%level6%_%root%_%;50420;210298.7412
compression%_%compressionLzo%_%level%_%level7%_%root%_%;53060;210298.7412
compression%_%compressionLzo%_%level%_%level8%_%root%_%;53480;210298.7412
compression%_%compressionLzo%_%level%_%level9%_%root%_%;51500;210298.7412
compression%_%compressionZpaq%_%level%_%level1%_%root%_%;673290;210299.5494
compression%_%compressionZpaq%_%level%_%level2%_%root%_%;679680;210301.4465
compression%_%compressionZpaq%_%level%_%level3%_%root%_%;674140;210300.4487
compression%_%compressionZpaq%_%level%_%level4%_%root%_%;2267650;210300.4487
compression%_%compressionZpaq%_%level%_%level5%_%root%_%;2265330;210300.4487
compression%_%compressionZpaq%_%level%_%level6%_%root%_%;2265250;210300.4487
compression%_%compressionZpaq%_%level%_%level7%_%root%_%;2275110;210300.4487
compression%_%compressionZpaq%_%level%_%level8%_%root%_%;5765920;210300.4487
compression%_%compressionZpaq%_%level%_%level9%_%root%_%;5759100;210300.4487
level%_%level1%_%root%_%;41150;210296.9656
level%_%level2%_%root%_%;41790;210298.5759
level%_%level3%_%root%_%;42300;210297.8649
level%_%level4%_%root%_%;43680;210297.8649
level%_%level5%_%root%_%;43560;210297.8649
level%_%level6%_%root%_%;45720;210297.8649
level%_%level7%_%root%_%;44370;210297.8649
