Configuration;MeasuredValue;PredictedValue
compression%_%compressionLrzip%_%level%_%level1%_%root%_%;208900;78413.6723
compression%_%compressionLrzip%_%level%_%level2%_%root%_%;210450;78413.6723
compression%_%compressionLrzip%_%level%_%level3%_%root%_%;283750;78413.6723
compression%_%compressionLrzip%_%level%_%level4%_%root%_%;339780;78413.6723
compression%_%compressionLrzip%_%level%_%level5%_%root%_%;340590;78413.6723
compression%_%compressionLrzip%_%level%_%level6%_%root%_%;384660;78413.6723
compression%_%compressionLrzip%_%level%_%level7%_%root%_%;1062250;78413.6723
compression%_%compressionLrzip%_%level%_%level8%_%root%_%;1179830;78413.6723
compression%_%compressionLrzip%_%level%_%level9%_%root%_%;827290;78413.6723
compression%_%compressionBzip2%_%level%_%level1%_%root%_%;208350;78415.8794
compression%_%compressionBzip2%_%level%_%level2%_%root%_%;213220;78416.019
compression%_%compressionBzip2%_%level%_%level3%_%root%_%;223040;78415.8295
compression%_%compressionBzip2%_%level%_%level4%_%root%_%;234870;78415.8295
compression%_%compressionBzip2%_%level%_%level5%_%root%_%;236720;78415.8295
compression%_%compressionBzip2%_%level%_%level6%_%root%_%;248940;78415.8295
compression%_%compressionBzip2%_%level%_%level7%_%root%_%;257480;78415.8295
compression%_%compressionBzip2%_%level%_%level8%_%root%_%;263430;78415.8295
compression%_%compressionBzip2%_%level%_%level9%_%root%_%;265980;78415.8295
compression%_%compressionGzip%_%level%_%level1%_%root%_%;76470;78414.8803
compression%_%compressionGzip%_%level%_%level2%_%root%_%;80360;78415.1197
compression%_%compressionGzip%_%level%_%level3%_%root%_%;87690;78414.9302
compression%_%compressionGzip%_%level%_%level4%_%root%_%;93090;78414.9302
compression%_%compressionGzip%_%level%_%level5%_%root%_%;106090;78414.9302
compression%_%compressionGzip%_%level%_%level6%_%root%_%;128450;78414.9302
compression%_%compressionGzip%_%level%_%level7%_%root%_%;146410;78414.9302
compression%_%compressionGzip%_%level%_%level8%_%root%_%;187970;78414.9302
compression%_%compressionGzip%_%level%_%level9%_%root%_%;198360;78414.9302
compression%_%compressionLzo%_%level%_%level1%_%root%_%;50520;78413.6723
compression%_%compressionLzo%_%level%_%level2%_%root%_%;50610;78413.6723
compression%_%compressionLzo%_%level%_%level3%_%root%_%;45490;78413.6723
compression%_%compressionLzo%_%level%_%level4%_%root%_%;48050;78413.6723
compression%_%compressionLzo%_%level%_%level5%_%root%_%;49850;78413.6723
compression%_%compressionLzo%_%level%_%level6%_%root%_%;50420;78413.6723
compression%_%compressionLzo%_%level%_%level7%_%root%_%;53060;78413.6723
compression%_%compressionLzo%_%level%_%level8%_%root%_%;53480;78413.6723
compression%_%compressionLzo%_%level%_%level9%_%root%_%;51500;78413.6723
compression%_%compressionZpaq%_%level%_%level1%_%root%_%;673290;78413.6723
compression%_%compressionZpaq%_%level%_%level2%_%root%_%;679680;78413.6723
compression%_%compressionZpaq%_%level%_%level3%_%root%_%;674140;78413.6723
compression%_%compressionZpaq%_%level%_%level4%_%root%_%;2267650;78413.6723
compression%_%compressionZpaq%_%level%_%level5%_%root%_%;2265330;78413.6723
compression%_%compressionZpaq%_%level%_%level6%_%root%_%;2265250;78413.6723
compression%_%compressionZpaq%_%level%_%level7%_%root%_%;2275110;78413.6723
compression%_%compressionZpaq%_%level%_%level8%_%root%_%;5765920;78413.6723
compression%_%compressionZpaq%_%level%_%level9%_%root%_%;5759100;78413.6723
level%_%level1%_%root%_%;41150;78410.2571
level%_%level2%_%root%_%;41790;78409.878
level%_%level3%_%root%_%;42300;78410.2571
level%_%level4%_%root%_%;43680;78410.2571
level%_%level5%_%root%_%;43560;78410.2571
level%_%level6%_%root%_%;45720;78410.2571
level%_%level7%_%root%_%;44370;78410.2571
level%_%level8%_%root%_%;46950;78410.2571
level%_%level9%_%root%_%;45770;78410.2571
compression%_%compressionLrzip%_%encryption%_%level%_%level1%_%root%_%;220490;78413.2675
compression%_%compressionLrzip%_%encryption%_%level%_%level2%_%root%_%;222350;78413.2226
compression%_%compressionLrzip%_%encryption%_%level%_%level3%_%root%_%;295950;78413.2675
compression%_%compressionLrzip%_%encryption%_%level%_%level4%_%root%_%;350260;78413.2675
compression%_%compressionLrzip%_%encryption%_%level%_%level5%_%root%_%;347130;78413.2675
compression%_%compressionLrzip%_%encryption%_%level%_%level6%_%root%_%;395130;78413.2675
compression%_%compressionLrzip%_%encryption%_%level%_%level7%_%root%_%;1070520;78413.2675
compression%_%compressionLrzip%_%encryption%_%level%_%level8%_%root%_%;1185460;78413.2675
compression%_%compressionLrzip%_%encryption%_%level%_%level9%_%root%_%;833620;78413.2675
compression%_%compressionBzip2%_%encryption%_%level%_%level1%_%root%_%;213900;78415.4491
compression%_%compressionBzip2%_%encryption%_%level%_%level2%_%root%_%;222830;78415.5463
compression%_%compressionBzip2%_%encryption%_%level%_%level3%_%root%_%;233560;78415.4017
compression%_%compressionBzip2%_%encryption%_%level%_%level4%_%root%_%;243700;78415.4017
compression%_%compressionBzip2%_%encryption%_%level%_%level5%_%root%_%;250030;78415.4017
compression%_%compressionBzip2%_%encryption%_%level%_%level6%_%root%_%;260550;78415.4017
compression%_%compressionBzip2%_%encryption%_%level%_%level7%_%root%_%;263150;78415.4017
compression%_%compressionBzip2%_%encryption%_%level%_%level8%_%root%_%;271090;78415.4017
compression%_%compressionBzip2%_%encryption%_%level%_%level9%_%root%_%;274670;78415.4017
compression%_%compressionGzip%_%encryption%_%level%_%level1%_%root%_%;88600;78414.4562
compression%_%compressionGzip%_%encryption%_%level%_%level2%_%root%_%;89260;78414.6432
compression%_%compressionGzip%_%encryption%_%level%_%level3%_%root%_%;97960;78414.5036
compression%_%compressionGzip%_%encryption%_%level%_%level4%_%root%_%;103630;78414.5036
compression%_%compressionGzip%_%encryption%_%level%_%level5%_%root%_%;114530;78414.5036
compression%_%compressionGzip%_%encryption%_%level%_%level6%_%root%_%;139600;78414.5036
compression%_%compressionGzip%_%encryption%_%level%_%level7%_%root%_%;156680;78414.5036
compression%_%compressionGzip%_%encryption%_%level%_%level8%_%root%_%;198500;78414.5036
