Configuration;MeasuredValue;PredictedValue
compression%_%compressionLrzip%_%level%_%level1%_%root%_%;208900;52422
compression%_%compressionLrzip%_%level%_%level2%_%root%_%;210450;52422
compression%_%compressionLrzip%_%level%_%level3%_%root%_%;283750;52422
compression%_%compressionLrzip%_%level%_%level4%_%root%_%;339780;52422
compression%_%compressionLrzip%_%level%_%level5%_%root%_%;340590;52422
compression%_%compressionLrzip%_%level%_%level6%_%root%_%;384660;52422
compression%_%compressionLrzip%_%level%_%level7%_%root%_%;1062250;52422
compression%_%compressionLrzip%_%level%_%level8%_%root%_%;1179830;52422
compression%_%compressionLrzip%_%level%_%level9%_%root%_%;827290;52422
compression%_%compressionBzip2%_%level%_%level1%_%root%_%;208350;208063.8333
compression%_%compressionBzip2%_%level%_%level2%_%root%_%;213220;208063.8333
compression%_%compressionBzip2%_%level%_%level3%_%root%_%;223040;208063.8333
compression%_%compressionBzip2%_%level%_%level4%_%root%_%;234870;208063.8333
compression%_%compressionBzip2%_%level%_%level5%_%root%_%;236720;208063.8333
compression%_%compressionBzip2%_%level%_%level6%_%root%_%;248940;208063.8333
compression%_%compressionBzip2%_%level%_%level7%_%root%_%;257480;208063.8333
compression%_%compressionBzip2%_%level%_%level8%_%root%_%;263430;208063.8333
compression%_%compressionBzip2%_%level%_%level9%_%root%_%;265980;208063.8333
compression%_%compressionGzip%_%level%_%level1%_%root%_%;76470;73336
compression%_%compressionGzip%_%level%_%level2%_%root%_%;80360;73336
compression%_%compressionGzip%_%level%_%level3%_%root%_%;87690;73336
compression%_%compressionGzip%_%level%_%level4%_%root%_%;93090;73336
compression%_%compressionGzip%_%level%_%level5%_%root%_%;106090;73336
compression%_%compressionGzip%_%level%_%level6%_%root%_%;128450;73336
compression%_%compressionGzip%_%level%_%level7%_%root%_%;146410;73336
compression%_%compressionGzip%_%level%_%level8%_%root%_%;187970;73336
compression%_%compressionGzip%_%level%_%level9%_%root%_%;198360;73336
compression%_%compressionLzo%_%level%_%level1%_%root%_%;50520;52085
compression%_%compressionLzo%_%level%_%level2%_%root%_%;50610;52085
compression%_%compressionLzo%_%level%_%level3%_%root%_%;45490;52085
compression%_%compressionLzo%_%level%_%level4%_%root%_%;48050;52085
compression%_%compressionLzo%_%level%_%level5%_%root%_%;49850;52085
compression%_%compressionLzo%_%level%_%level6%_%root%_%;50420;52085
compression%_%compressionLzo%_%level%_%level7%_%root%_%;53060;52085
compression%_%compressionLzo%_%level%_%level8%_%root%_%;53480;52085
compression%_%compressionLzo%_%level%_%level9%_%root%_%;51500;52085
compression%_%compressionZpaq%_%level%_%level1%_%root%_%;673290;675889.6667
compression%_%compressionZpaq%_%level%_%level2%_%root%_%;679680;675889.6667
compression%_%compressionZpaq%_%level%_%level3%_%root%_%;674140;675889.6667
compression%_%compressionZpaq%_%level%_%level4%_%root%_%;2267650;675889.6667
compression%_%compressionZpaq%_%level%_%level5%_%root%_%;2265330;675889.6667
compression%_%compressionZpaq%_%level%_%level6%_%root%_%;2265250;675889.6667
compression%_%compressionZpaq%_%level%_%level7%_%root%_%;2275110;675889.6667
compression%_%compressionZpaq%_%level%_%level8%_%root%_%;5765920;675889.6667
compression%_%compressionZpaq%_%level%_%level9%_%root%_%;5759100;675889.6667
level%_%level1%_%root%_%;41150;43809
level%_%level2%_%root%_%;41790;43809
level%_%level3%_%root%_%;42300;43809
level%_%level4%_%root%_%;43680;43809
level%_%level5%_%root%_%;43560;43809
level%_%level6%_%root%_%;45720;43809
level%_%level7%_%root%_%;44370;43809
level%_%level8%_%root%_%;46950;43809
level%_%level9%_%root%_%;45770;43809
compression%_%compressionLrzip%_%encryption%_%level%_%level1%_%root%_%;220490;65513
compression%_%compressionLrzip%_%encryption%_%level%_%level2%_%root%_%;222350;65513
compression%_%compressionLrzip%_%encryption%_%level%_%level3%_%root%_%;295950;65513
