Configuration;MeasuredValue;PredictedValue
compression%_%compressionLrzip%_%level%_%level1%_%root%_%;208900;61352.6
compression%_%compressionLrzip%_%level%_%level2%_%root%_%;210450;61352.6
compression%_%compressionLrzip%_%level%_%level3%_%root%_%;283750;61352.6
compression%_%compressionLrzip%_%level%_%level4%_%root%_%;339780;61352.6
compression%_%compressionLrzip%_%level%_%level5%_%root%_%;340590;61352.6
compression%_%compressionLrzip%_%level%_%level6%_%root%_%;384660;61352.6
compression%_%compressionLrzip%_%level%_%level7%_%root%_%;1062250;61352.6
compression%_%compressionLrzip%_%level%_%level8%_%root%_%;1179830;61352.6
compression%_%compressionLrzip%_%level%_%level9%_%root%_%;827290;61352.6
compression%_%compressionBzip2%_%level%_%level1%_%root%_%;208350;210490
compression%_%compressionBzip2%_%level%_%level2%_%root%_%;213220;213491
compression%_%compressionBzip2%_%level%_%level3%_%root%_%;223040;212030
compression%_%compressionBzip2%_%level%_%level4%_%root%_%;234870;212030
compression%_%compressionBzip2%_%level%_%level5%_%root%_%;236720;212030
compression%_%compressionBzip2%_%level%_%level6%_%root%_%;248940;212030
compression%_%compressionBzip2%_%level%_%level7%_%root%_%;257480;212030
compression%_%compressionBzip2%_%level%_%level8%_%root%_%;263430;212030
compression%_%compressionBzip2%_%level%_%level9%_%root%_%;265980;212030
compression%_%compressionGzip%_%level%_%level1%_%root%_%;76470;78655.2667
compression%_%compressionGzip%_%level%_%level2%_%root%_%;80360;80317.2667
compression%_%compressionGzip%_%level%_%level3%_%root%_%;87690;78655.2667
compression%_%compressionGzip%_%level%_%level4%_%root%_%;93090;78655.2667
compression%_%compressionGzip%_%level%_%level5%_%root%_%;106090;78655.2667
compression%_%compressionGzip%_%level%_%level6%_%root%_%;128450;78655.2667
compression%_%compressionGzip%_%level%_%level7%_%root%_%;146410;78655.2667
compression%_%compressionGzip%_%level%_%level8%_%root%_%;187970;78655.2667
compression%_%compressionGzip%_%level%_%level9%_%root%_%;198360;78655.2667
compression%_%compressionLzo%_%level%_%level1%_%root%_%;50520;63305.6
compression%_%compressionLzo%_%level%_%level2%_%root%_%;50610;63305.6
compression%_%compressionLzo%_%level%_%level3%_%root%_%;45490;63305.6
compression%_%compressionLzo%_%level%_%level4%_%root%_%;48050;63305.6
compression%_%compressionLzo%_%level%_%level5%_%root%_%;49850;63305.6
compression%_%compressionLzo%_%level%_%level6%_%root%_%;50420;63305.6
compression%_%compressionLzo%_%level%_%level7%_%root%_%;53060;63305.6
compression%_%compressionLzo%_%level%_%level8%_%root%_%;53480;63305.6
compression%_%compressionLzo%_%level%_%level9%_%root%_%;51500;63305.6
compression%_%compressionZpaq%_%level%_%level1%_%root%_%;673290;494822
compression%_%compressionZpaq%_%level%_%level2%_%root%_%;679680;494822
compression%_%compressionZpaq%_%level%_%level3%_%root%_%;674140;494822
compression%_%compressionZpaq%_%level%_%level4%_%root%_%;2267650;494822
compression%_%compressionZpaq%_%level%_%level5%_%root%_%;2265330;494822
compression%_%compressionZpaq%_%level%_%level6%_%root%_%;2265250;494822
compression%_%compressionZpaq%_%level%_%level7%_%root%_%;2275110;494822
compression%_%compressionZpaq%_%level%_%level8%_%root%_%;5765920;494822
compression%_%compressionZpaq%_%level%_%level9%_%root%_%;5759100;494822
level%_%level1%_%root%_%;41150;59399.6
