Configuration;MeasuredValue;PredictedValue
compression%_%compressionLrzip%_%level%_%level1%_%root%_%;208900;66559
compression%_%compressionLrzip%_%level%_%level2%_%root%_%;210450;64896
compression%_%compressionLrzip%_%level%_%level3%_%root%_%;283750;67292
compression%_%compressionLrzip%_%level%_%level4%_%root%_%;339780;66559
compression%_%compressionLrzip%_%level%_%level5%_%root%_%;340590;66559
compression%_%compressionLrzip%_%level%_%level6%_%root%_%;384660;66559
compression%_%compressionLrzip%_%level%_%level7%_%root%_%;1062250;66559
compression%_%compressionLrzip%_%level%_%level8%_%root%_%;1179830;66559
compression%_%compressionLrzip%_%level%_%level9%_%root%_%;827290;66559
compression%_%compressionBzip2%_%level%_%level1%_%root%_%;208350;221318
compression%_%compressionBzip2%_%level%_%level2%_%root%_%;213220;220336
compression%_%compressionBzip2%_%level%_%level3%_%root%_%;223040;225338.5
compression%_%compressionBzip2%_%level%_%level4%_%root%_%;234870;221318
compression%_%compressionBzip2%_%level%_%level5%_%root%_%;236720;221318
compression%_%compressionBzip2%_%level%_%level6%_%root%_%;248940;221318
compression%_%compressionBzip2%_%level%_%level7%_%root%_%;257480;221318
compression%_%compressionBzip2%_%level%_%level8%_%root%_%;263430;221318
compression%_%compressionBzip2%_%level%_%level9%_%root%_%;265980;221318
compression%_%compressionGzip%_%level%_%level1%_%root%_%;76470;85513.1667
compression%_%compressionGzip%_%level%_%level2%_%root%_%;80360;83117.1667
compression%_%compressionGzip%_%level%_%level3%_%root%_%;87690;89931.8333
compression%_%compressionGzip%_%level%_%level4%_%root%_%;93090;85513.1667
compression%_%compressionGzip%_%level%_%level5%_%root%_%;106090;85513.1667
compression%_%compressionGzip%_%level%_%level6%_%root%_%;128450;85513.1667
compression%_%compressionGzip%_%level%_%level7%_%root%_%;146410;85513.1667
compression%_%compressionGzip%_%level%_%level8%_%root%_%;187970;85513.1667
compression%_%compressionGzip%_%level%_%level9%_%root%_%;198360;85513.1667
compression%_%compressionLzo%_%level%_%level1%_%root%_%;50520;60765
compression%_%compressionLzo%_%level%_%level2%_%root%_%;50610;60765
compression%_%compressionLzo%_%level%_%level3%_%root%_%;45490;60765
compression%_%compressionLzo%_%level%_%level4%_%root%_%;48050;60765
compression%_%compressionLzo%_%level%_%level5%_%root%_%;49850;60765
compression%_%compressionLzo%_%level%_%level6%_%root%_%;50420;60765
compression%_%compressionLzo%_%level%_%level7%_%root%_%;53060;60765
compression%_%compressionLzo%_%level%_%level8%_%root%_%;53480;60765
compression%_%compressionLzo%_%level%_%level9%_%root%_%;51500;60765
compression%_%compressionZpaq%_%level%_%level1%_%root%_%;673290;66559
compression%_%compressionZpaq%_%level%_%level2%_%root%_%;679680;64896
compression%_%compressionZpaq%_%level%_%level3%_%root%_%;674140;67292
compression%_%compressionZpaq%_%level%_%level4%_%root%_%;2267650;66559
compression%_%compressionZpaq%_%level%_%level5%_%root%_%;2265330;66559
compression%_%compressionZpaq%_%level%_%level6%_%root%_%;2265250;66559
compression%_%compressionZpaq%_%level%_%level7%_%root%_%;2275110;66559
compression%_%compressionZpaq%_%level%_%level8%_%root%_%;5765920;66559
compression%_%compressionZpaq%_%level%_%level9%_%root%_%;5759100;66559
level%_%level1%_%root%_%;41150;66122
level%_%level2%_%root%_%;41790;64459
level%_%level3%_%root%_%;42300;66855
level%_%level4%_%root%_%;43680;66122
level%_%level5%_%root%_%;43560;66122
level%_%level6%_%root%_%;45720;66122
level%_%level7%_%root%_%;44370;66122
level%_%level8%_%root%_%;46950;66122
level%_%level9%_%root%_%;45770;66122
compression%_%compressionLrzip%_%encryption%_%level%_%level1%_%root%_%;220490;68416
compression%_%compressionLrzip%_%encryption%_%level%_%level2%_%root%_%;222350;68416
compression%_%compressionLrzip%_%encryption%_%level%_%level3%_%root%_%;295950;69149
compression%_%compressionLrzip%_%encryption%_%level%_%level4%_%root%_%;350260;68416
compression%_%compressionLrzip%_%encryption%_%level%_%level5%_%root%_%;347130;68416
compression%_%compressionLrzip%_%encryption%_%level%_%level6%_%root%_%;395130;68416
compression%_%compressionLrzip%_%encryption%_%level%_%level7%_%root%_%;1070520;68416
compression%_%compressionLrzip%_%encryption%_%level%_%level8%_%root%_%;1185460;68416
compression%_%compressionLrzip%_%encryption%_%level%_%level9%_%root%_%;833620;68416
compression%_%compressionBzip2%_%encryption%_%level%_%level1%_%root%_%;213900;232027
