Configuration;MeasuredValue;PredictedValue
compression%_%compressionLrzip%_%level%_%level1%_%root%_%;208900;209803.2706
compression%_%compressionLrzip%_%level%_%level2%_%root%_%;210450;209805
compression%_%compressionLrzip%_%level%_%level3%_%root%_%;283750;209804.1699
compression%_%compressionLrzip%_%level%_%level4%_%root%_%;339780;209804.1699
compression%_%compressionLrzip%_%level%_%level5%_%root%_%;340590;209804.1699
compression%_%compressionLrzip%_%level%_%level6%_%root%_%;384660;209804.1699
compression%_%compressionLrzip%_%level%_%level7%_%root%_%;1062250;209804.1699
compression%_%compressionLrzip%_%level%_%level8%_%root%_%;1179830;209804.1699
compression%_%compressionLrzip%_%level%_%level9%_%root%_%;827290;209804.1699
compression%_%compressionBzip2%_%level%_%level1%_%root%_%;208350;209805.8762
compression%_%compressionBzip2%_%level%_%level2%_%root%_%;213220;209807.8949
compression%_%compressionBzip2%_%level%_%level3%_%root%_%;223040;209806.7755
compression%_%compressionBzip2%_%level%_%level4%_%root%_%;234870;209806.7755
compression%_%compressionBzip2%_%level%_%level5%_%root%_%;236720;209806.7755
compression%_%compressionBzip2%_%level%_%level6%_%root%_%;248940;209806.7755
compression%_%compressionBzip2%_%level%_%level7%_%root%_%;257480;209806.7755
compression%_%compressionBzip2%_%level%_%level8%_%root%_%;263430;209806.7755
compression%_%compressionBzip2%_%level%_%level9%_%root%_%;265980;209806.7755
compression%_%compressionGzip%_%level%_%level1%_%root%_%;76470;209802.3214
compression%_%compressionGzip%_%level%_%level2%_%root%_%;80360;209804.0508
compression%_%compressionGzip%_%level%_%level3%_%root%_%;87690;209803.2706
compression%_%compressionGzip%_%level%_%level4%_%root%_%;93090;209803.2706
compression%_%compressionGzip%_%level%_%level5%_%root%_%;106090;209803.2706
compression%_%compressionGzip%_%level%_%level6%_%root%_%;128450;209803.2706
compression%_%compressionGzip%_%level%_%level7%_%root%_%;146410;209803.2706
compression%_%compressionGzip%_%level%_%level8%_%root%_%;187970;209803.2706
compression%_%compressionGzip%_%level%_%level9%_%root%_%;198360;209803.2706
compression%_%compressionLzo%_%level%_%level1%_%root%_%;50520;209801.4451
compression%_%compressionLzo%_%level%_%level2%_%root%_%;50610;209803.0773
compression%_%compressionLzo%_%level%_%level3%_%root%_%;45490;209802.3943
compression%_%compressionLzo%_%level%_%level4%_%root%_%;48050;209802.3943
compression%_%compressionLzo%_%level%_%level5%_%root%_%;49850;209802.3943
compression%_%compressionLzo%_%level%_%level6%_%root%_%;50420;209802.3943
compression%_%compressionLzo%_%level%_%level7%_%root%_%;53060;209802.3943
compression%_%compressionLzo%_%level%_%level8%_%root%_%;53480;209802.3943
compression%_%compressionLzo%_%level%_%level9%_%root%_%;51500;209802.3943
compression%_%compressionZpaq%_%level%_%level1%_%root%_%;673290;209804.1699
compression%_%compressionZpaq%_%level%_%level2%_%root%_%;679680;209805.9991
compression%_%compressionZpaq%_%level%_%level3%_%root%_%;674140;209805.0692
compression%_%compressionZpaq%_%level%_%level4%_%root%_%;2267650;209805.0692
compression%_%compressionZpaq%_%level%_%level5%_%root%_%;2265330;209805.0692
compression%_%compressionZpaq%_%level%_%level6%_%root%_%;2265250;209805.0692
compression%_%compressionZpaq%_%level%_%level7%_%root%_%;2275110;209805.0692
compression%_%compressionZpaq%_%level%_%level8%_%root%_%;5765920;209805.0692
compression%_%compressionZpaq%_%level%_%level9%_%root%_%;5759100;209805.0692
level%_%level1%_%root%_%;41150;209802.3713
level%_%level2%_%root%_%;41790;209804.0009
level%_%level3%_%root%_%;42300;209803.2706
level%_%level4%_%root%_%;43680;209803.2706
level%_%level5%_%root%_%;43560;209803.2706
level%_%level6%_%root%_%;45720;209803.2706
level%_%level7%_%root%_%;44370;209803.2706
level%_%level8%_%root%_%;46950;209803.2706
level%_%level9%_%root%_%;45770;209803.2706
compression%_%compressionLrzip%_%encryption%_%level%_%level1%_%root%_%;220490;209804.1581
compression%_%compressionLrzip%_%encryption%_%level%_%level2%_%root%_%;222350;209805.8887
compression%_%compressionLrzip%_%encryption%_%level%_%level3%_%root%_%;295950;209805.0113
compression%_%compressionLrzip%_%encryption%_%level%_%level4%_%root%_%;350260;209805.0113
compression%_%compressionLrzip%_%encryption%_%level%_%level5%_%root%_%;347130;209805.0113
compression%_%compressionLrzip%_%encryption%_%level%_%level6%_%root%_%;395130;209805.0113
compression%_%compressionLrzip%_%encryption%_%level%_%level7%_%root%_%;1070520;209805.0113
compression%_%compressionLrzip%_%encryption%_%level%_%level8%_%root%_%;1185460;209805.0113
compression%_%compressionLrzip%_%encryption%_%level%_%level9%_%root%_%;833620;209805.0113
compression%_%compressionBzip2%_%encryption%_%level%_%level1%_%root%_%;213900;209806.72
compression%_%compressionBzip2%_%encryption%_%level%_%level2%_%root%_%;222830;209808.735
compression%_%compressionBzip2%_%encryption%_%level%_%level3%_%root%_%;233560;209807.5732
compression%_%compressionBzip2%_%encryption%_%level%_%level4%_%root%_%;243700;209807.5732
compression%_%compressionBzip2%_%encryption%_%level%_%level5%_%root%_%;250030;209807.5732
compression%_%compressionBzip2%_%encryption%_%level%_%level6%_%root%_%;260550;209807.5732
compression%_%compressionBzip2%_%encryption%_%level%_%level7%_%root%_%;263150;209807.5732
compression%_%compressionBzip2%_%encryption%_%level%_%level8%_%root%_%;271090;209807.5732
compression%_%compressionBzip2%_%encryption%_%level%_%level9%_%root%_%;274670;209807.5732
compression%_%compressionGzip%_%encryption%_%level%_%level1%_%root%_%;88600;209803.2575
compression%_%compressionGzip%_%encryption%_%level%_%level2%_%root%_%;89260;209804.9881
compression%_%compressionGzip%_%encryption%_%level%_%level3%_%root%_%;97960;209804.1581
compression%_%compressionGzip%_%encryption%_%level%_%level4%_%root%_%;103630;209804.1581
compression%_%compressionGzip%_%encryption%_%level%_%level5%_%root%_%;114530;209804.1581
compression%_%compressionGzip%_%encryption%_%level%_%level6%_%root%_%;139600;209804.1581
compression%_%compressionGzip%_%encryption%_%level%_%level7%_%root%_%;156680;209804.1581
compression%_%compressionGzip%_%encryption%_%level%_%level8%_%root%_%;198500;209804.1581
