Configuration;MeasuredValue;PredictedValue
compression%_%compressionLrzip%_%level%_%level1%_%root%_%;208900;70556.9567
compression%_%compressionLrzip%_%level%_%level2%_%root%_%;210450;70555.367
compression%_%compressionLrzip%_%level%_%level3%_%root%_%;283750;70556.0574
compression%_%compressionLrzip%_%level%_%level4%_%root%_%;339780;70556.0574
compression%_%compressionLrzip%_%level%_%level5%_%root%_%;340590;70556.0574
compression%_%compressionLrzip%_%level%_%level6%_%root%_%;384660;70556.0574
compression%_%compressionLrzip%_%level%_%level7%_%root%_%;1062250;70556.0574
compression%_%compressionLrzip%_%level%_%level8%_%root%_%;1179830;70556.0574
compression%_%compressionLrzip%_%level%_%level9%_%root%_%;827290;70556.0574
compression%_%compressionBzip2%_%level%_%level1%_%root%_%;208350;70557.4562
compression%_%compressionBzip2%_%level%_%level2%_%root%_%;213220;70555.8166
compression%_%compressionBzip2%_%level%_%level3%_%root%_%;223040;70556.507
compression%_%compressionBzip2%_%level%_%level4%_%root%_%;234870;70556.507
compression%_%compressionBzip2%_%level%_%level5%_%root%_%;236720;70556.507
compression%_%compressionBzip2%_%level%_%level6%_%root%_%;248940;70556.507
compression%_%compressionBzip2%_%level%_%level7%_%root%_%;257480;70556.507
compression%_%compressionBzip2%_%level%_%level8%_%root%_%;263430;70556.507
compression%_%compressionBzip2%_%level%_%level9%_%root%_%;265980;70556.507
compression%_%compressionGzip%_%level%_%level1%_%root%_%;76470;70559.1638
compression%_%compressionGzip%_%level%_%level2%_%root%_%;80360;70557.7137
compression%_%compressionGzip%_%level%_%level3%_%root%_%;87690;70558.2146
compression%_%compressionGzip%_%level%_%level4%_%root%_%;93090;70558.2146
compression%_%compressionGzip%_%level%_%level5%_%root%_%;106090;70558.2146
compression%_%compressionGzip%_%level%_%level6%_%root%_%;128450;70558.2146
compression%_%compressionGzip%_%level%_%level7%_%root%_%;146410;70558.2146
compression%_%compressionGzip%_%level%_%level8%_%root%_%;187970;70558.2146
compression%_%compressionGzip%_%level%_%level9%_%root%_%;198360;70558.2146
compression%_%compressionLzo%_%level%_%level1%_%root%_%;50520;70555.6757
compression%_%compressionLzo%_%level%_%level2%_%root%_%;50610;70553.9438
compression%_%compressionLzo%_%level%_%level3%_%root%_%;45490;70554.7764
compression%_%compressionLzo%_%level%_%level4%_%root%_%;48050;70554.7764
compression%_%compressionLzo%_%level%_%level5%_%root%_%;49850;70554.7764
compression%_%compressionLzo%_%level%_%level6%_%root%_%;50420;70554.7764
compression%_%compressionLzo%_%level%_%level7%_%root%_%;53060;70554.7764
compression%_%compressionLzo%_%level%_%level8%_%root%_%;53480;70554.7764
compression%_%compressionLzo%_%level%_%level9%_%root%_%;51500;70554.7764
compression%_%compressionZpaq%_%level%_%level1%_%root%_%;673290;70556.507
compression%_%compressionZpaq%_%level%_%level2%_%root%_%;679680;70554.8674
compression%_%compressionZpaq%_%level%_%level3%_%root%_%;674140;70555.6077
compression%_%compressionZpaq%_%level%_%level4%_%root%_%;2267650;70555.6077
compression%_%compressionZpaq%_%level%_%level5%_%root%_%;2265330;70555.6077
compression%_%compressionZpaq%_%level%_%level6%_%root%_%;2265250;70555.6077
compression%_%compressionZpaq%_%level%_%level7%_%root%_%;2275110;70555.6077
compression%_%compressionZpaq%_%level%_%level8%_%root%_%;5765920;70555.6077
compression%_%compressionZpaq%_%level%_%level9%_%root%_%;5759100;70555.6077
level%_%level1%_%root%_%;41150;70553.5415
level%_%level2%_%root%_%;41790;70551.5728
level%_%level3%_%root%_%;42300;70552.6422
level%_%level4%_%root%_%;43680;70552.6422
level%_%level5%_%root%_%;43560;70552.6422
level%_%level6%_%root%_%;45720;70552.6422
level%_%level7%_%root%_%;44370;70552.6422
level%_%level8%_%root%_%;46950;70552.6422
level%_%level9%_%root%_%;45770;70552.6422
compression%_%compressionLrzip%_%encryption%_%level%_%level1%_%root%_%;220490;70555.2367
compression%_%compressionLrzip%_%encryption%_%level%_%level2%_%root%_%;222350;70553.5534
compression%_%compressionLrzip%_%encryption%_%level%_%level3%_%root%_%;295950;70554.3835
compression%_%compressionLrzip%_%encryption%_%level%_%level4%_%root%_%;350260;70554.3835
compression%_%compressionLrzip%_%encryption%_%level%_%level5%_%root%_%;347130;70554.3835
compression%_%compressionLrzip%_%encryption%_%level%_%level6%_%root%_%;395130;70554.3835
compression%_%compressionLrzip%_%encryption%_%level%_%level7%_%root%_%;1070520;70554.3835
compression%_%compressionLrzip%_%encryption%_%level%_%level8%_%root%_%;1185460;70554.3835
compression%_%compressionLrzip%_%encryption%_%level%_%level9%_%root%_%;833620;70554.3835
compression%_%compressionBzip2%_%encryption%_%level%_%level1%_%root%_%;213900;70555.7106
compression%_%compressionBzip2%_%encryption%_%level%_%level2%_%root%_%;222830;70553.98
compression%_%compressionBzip2%_%encryption%_%level%_%level3%_%root%_%;233560;70554.8101
compression%_%compressionBzip2%_%encryption%_%level%_%level4%_%root%_%;243700;70554.8101
compression%_%compressionBzip2%_%encryption%_%level%_%level5%_%root%_%;250030;70554.8101
compression%_%compressionBzip2%_%encryption%_%level%_%level6%_%root%_%;260550;70554.8101
compression%_%compressionBzip2%_%encryption%_%level%_%level7%_%root%_%;263150;70554.8101
compression%_%compressionBzip2%_%encryption%_%level%_%level8%_%root%_%;271090;70554.8101
compression%_%compressionBzip2%_%encryption%_%level%_%level9%_%root%_%;274670;70554.8101
compression%_%compressionGzip%_%encryption%_%level%_%level1%_%root%_%;88600;70557.4182
compression%_%compressionGzip%_%encryption%_%level%_%level2%_%root%_%;89260;70555.8771
compression%_%compressionGzip%_%encryption%_%level%_%level3%_%root%_%;97960;70556.5176
compression%_%compressionGzip%_%encryption%_%level%_%level4%_%root%_%;103630;70556.5176
compression%_%compressionGzip%_%encryption%_%level%_%level5%_%root%_%;114530;70556.5176
compression%_%compressionGzip%_%encryption%_%level%_%level6%_%root%_%;139600;70556.5176
compression%_%compressionGzip%_%encryption%_%level%_%level7%_%root%_%;156680;70556.5176
compression%_%compressionGzip%_%encryption%_%level%_%level8%_%root%_%;198500;70556.5176
compression%_%compressionGzip%_%encryption%_%level%_%level9%_%root%_%;205040;70556.5176
compression%_%compressionLzo%_%encryption%_%level%_%level1%_%root%_%;65730;70553.9338
compression%_%compressionLzo%_%encryption%_%level%_%level2%_%root%_%;59710;70552.1059
compression%_%compressionLzo%_%encryption%_%level%_%level3%_%root%_%;61770;70553.0806
compression%_%compressionLzo%_%encryption%_%level%_%level4%_%root%_%;60460;70553.0806
compression%_%compressionLzo%_%encryption%_%level%_%level5%_%root%_%;61210;70553.0806
compression%_%compressionLzo%_%encryption%_%level%_%level6%_%root%_%;61790;70553.0806
compression%_%compressionLzo%_%encryption%_%level%_%level7%_%root%_%;64550;70553.0806
compression%_%compressionLzo%_%encryption%_%level%_%level8%_%root%_%;63620;70553.0806
compression%_%compressionLzo%_%encryption%_%level%_%level9%_%root%_%;64620;70553.0806
compression%_%compressionZpaq%_%encryption%_%level%_%level1%_%root%_%;681080;70554.8101
compression%_%compressionZpaq%_%encryption%_%level%_%level2%_%root%_%;684690;70553.0794
compression%_%compressionZpaq%_%encryption%_%level%_%level3%_%root%_%;681250;70553.9569
compression%_%compressionZpaq%_%encryption%_%level%_%level4%_%root%_%;2288260;70553.9569
compression%_%compressionZpaq%_%encryption%_%level%_%level5%_%root%_%;2282110;70553.9569
compression%_%compressionZpaq%_%encryption%_%level%_%level6%_%root%_%;2273900;70553.9569
compression%_%compressionZpaq%_%encryption%_%level%_%level7%_%root%_%;2282560;70553.9569
compression%_%compressionZpaq%_%encryption%_%level%_%level8%_%root%_%;5802460;70553.9569
compression%_%compressionZpaq%_%encryption%_%level%_%level9%_%root%_%;5810950;70553.9569
encryption%_%level%_%level1%_%root%_%;49760;70551.8215
encryption%_%level%_%level2%_%root%_%;53200;70549.7592
encryption%_%level%_%level3%_%root%_%;56980;70550.9683
encryption%_%level%_%level4%_%root%_%;54820;70550.9683
encryption%_%level%_%level5%_%root%_%;53500;70550.9683
encryption%_%level%_%level6%_%root%_%;56570;70550.9683
encryption%_%level%_%level7%_%root%_%;61280;70550.9683
encryption%_%level%_%level8%_%root%_%;56430;70550.9683
encryption%_%level%_%level9%_%root%_%;59650;70550.9683
compression%_%compressionLrzip%_%level%_%level1%_%root%_%unlimitedWindowSize%_%;212880;70555.6414
compression%_%compressionLrzip%_%level%_%level2%_%root%_%unlimitedWindowSize%_%;210810;70554.003
compression%_%compressionLrzip%_%level%_%level3%_%root%_%unlimitedWindowSize%_%;284060;70554.7882
compression%_%compressionLrzip%_%level%_%level4%_%root%_%unlimitedWindowSize%_%;339360;70554.7882
compression%_%compressionLrzip%_%level%_%level5%_%root%_%unlimitedWindowSize%_%;340300;70554.7882
compression%_%compressionLrzip%_%level%_%level6%_%root%_%unlimitedWindowSize%_%;383910;70554.7882
compression%_%compressionLrzip%_%level%_%level7%_%root%_%unlimitedWindowSize%_%;1061640;70554.7882
compression%_%compressionLrzip%_%level%_%level8%_%root%_%unlimitedWindowSize%_%;1178930;70554.7882
compression%_%compressionLrzip%_%level%_%level9%_%root%_%unlimitedWindowSize%_%;828640;70554.7882
compression%_%compressionBzip2%_%level%_%level1%_%root%_%unlimitedWindowSize%_%;208080;70556.1153
compression%_%compressionBzip2%_%level%_%level2%_%root%_%unlimitedWindowSize%_%;212850;70554.4296
compression%_%compressionBzip2%_%level%_%level3%_%root%_%unlimitedWindowSize%_%;223100;70555.2148
compression%_%compressionBzip2%_%level%_%level4%_%root%_%unlimitedWindowSize%_%;232720;70555.2148
compression%_%compressionBzip2%_%level%_%level5%_%root%_%unlimitedWindowSize%_%;240110;70555.2148
compression%_%compressionBzip2%_%level%_%level6%_%root%_%unlimitedWindowSize%_%;249760;70555.2148
compression%_%compressionBzip2%_%level%_%level7%_%root%_%unlimitedWindowSize%_%;258170;70555.2148
compression%_%compressionBzip2%_%level%_%level8%_%root%_%unlimitedWindowSize%_%;263330;70555.2148
compression%_%compressionBzip2%_%level%_%level9%_%root%_%unlimitedWindowSize%_%;266710;70555.2148
compression%_%compressionGzip%_%level%_%level1%_%root%_%unlimitedWindowSize%_%;77610;70557.8229
compression%_%compressionGzip%_%level%_%level2%_%root%_%unlimitedWindowSize%_%;81720;70556.3267
compression%_%compressionGzip%_%level%_%level3%_%root%_%unlimitedWindowSize%_%;91570;70556.9223
compression%_%compressionGzip%_%level%_%level4%_%root%_%unlimitedWindowSize%_%;92590;70556.9223
compression%_%compressionGzip%_%level%_%level5%_%root%_%unlimitedWindowSize%_%;109300;70556.9223
compression%_%compressionGzip%_%level%_%level6%_%root%_%unlimitedWindowSize%_%;127760;70556.9223
compression%_%compressionGzip%_%level%_%level7%_%root%_%unlimitedWindowSize%_%;145950;70556.9223
compression%_%compressionGzip%_%level%_%level8%_%root%_%unlimitedWindowSize%_%;187730;70556.9223
compression%_%compressionGzip%_%level%_%level9%_%root%_%unlimitedWindowSize%_%;198100;70556.9223
compression%_%compressionLzo%_%level%_%level1%_%root%_%unlimitedWindowSize%_%;50740;70554.3835
compression%_%compressionLzo%_%level%_%level2%_%root%_%unlimitedWindowSize%_%;51040;70552.6055
compression%_%compressionLzo%_%level%_%level3%_%root%_%unlimitedWindowSize%_%;47370;70553.5303
compression%_%compressionLzo%_%level%_%level4%_%root%_%unlimitedWindowSize%_%;47570;70553.5303
compression%_%compressionLzo%_%level%_%level5%_%root%_%unlimitedWindowSize%_%;48640;70553.5303
compression%_%compressionLzo%_%level%_%level6%_%root%_%unlimitedWindowSize%_%;50250;70553.5303
compression%_%compressionLzo%_%level%_%level7%_%root%_%unlimitedWindowSize%_%;52700;70553.5303
compression%_%compressionLzo%_%level%_%level8%_%root%_%unlimitedWindowSize%_%;52920;70553.5303
compression%_%compressionLzo%_%level%_%level9%_%root%_%unlimitedWindowSize%_%;52010;70553.5303
compression%_%compressionZpaq%_%level%_%level1%_%root%_%unlimitedWindowSize%_%;672520;70555.2148
compression%_%compressionZpaq%_%level%_%level2%_%root%_%unlimitedWindowSize%_%;671740;70553.5291
compression%_%compressionZpaq%_%level%_%level3%_%root%_%unlimitedWindowSize%_%;675720;70554.3616
compression%_%compressionZpaq%_%level%_%level4%_%root%_%unlimitedWindowSize%_%;2271260;70554.3616
compression%_%compressionZpaq%_%level%_%level5%_%root%_%unlimitedWindowSize%_%;2263060;70554.3616
compression%_%compressionZpaq%_%level%_%level6%_%root%_%unlimitedWindowSize%_%;2271620;70554.3616
compression%_%compressionZpaq%_%level%_%level7%_%root%_%unlimitedWindowSize%_%;2279890;70554.3616
compression%_%compressionZpaq%_%level%_%level8%_%root%_%unlimitedWindowSize%_%;5768350;70554.3616
compression%_%compressionZpaq%_%level%_%level9%_%root%_%unlimitedWindowSize%_%;5754200;70554.3616
level%_%level1%_%root%_%unlimitedWindowSize%_%;41260;70552.2263
level%_%level2%_%root%_%unlimitedWindowSize%_%;42910;70550.2088
level%_%level3%_%root%_%unlimitedWindowSize%_%;41830;70551.3731
level%_%level4%_%root%_%unlimitedWindowSize%_%;41590;70551.3731
level%_%level5%_%root%_%unlimitedWindowSize%_%;43550;70551.3731
level%_%level6%_%root%_%unlimitedWindowSize%_%;40550;70551.3731
level%_%level7%_%root%_%unlimitedWindowSize%_%;47130;70551.3731
level%_%level8%_%root%_%unlimitedWindowSize%_%;43330;70551.3731
level%_%level9%_%root%_%unlimitedWindowSize%_%;45980;70551.3731
compression%_%compressionLrzip%_%encryption%_%level%_%level1%_%root%_%unlimitedWindowSize%_%;221550;70553.9888
compression%_%compressionLrzip%_%encryption%_%level%_%level2%_%root%_%unlimitedWindowSize%_%;220350;70552.2594
compression%_%compressionLrzip%_%encryption%_%level%_%level3%_%root%_%unlimitedWindowSize%_%;295410;70553.1794
compression%_%compressionLrzip%_%encryption%_%level%_%level4%_%root%_%unlimitedWindowSize%_%;350440;70553.1794
compression%_%compressionLrzip%_%encryption%_%level%_%level5%_%root%_%unlimitedWindowSize%_%;351010;70553.1794
compression%_%compressionLrzip%_%encryption%_%level%_%level6%_%root%_%unlimitedWindowSize%_%;389840;70553.1794
compression%_%compressionLrzip%_%encryption%_%level%_%level7%_%root%_%unlimitedWindowSize%_%;1070210;70553.1794
